rally,ball_round,time,frame_num,roundscore_A,roundscore_B,player,type,aroundhead,backhand,hit_area,landing_height,landing_area,landing_x,landing_y,lose_reason,getpoint_player,player_location_area,player_location_x,player_location_y,opponent_location_area,is_target_win,set,match_id,winner,loser,rally_id,match_sets_id,rally_length
21,1.0,0:54:22,81560.0,7,14,2,short service,0.0,1,7,,7,0.5256097560975609,0.5475520833333333,,,8,170.2,334.23,8,1,2,6,1,2,503,6_2,27
21,2.0,0:54:23,81582.0,7,14,1,push/rush,0.0,1,7,,6,0.9682926829268294,-1.280260416666667,,,8,194.4,601.94,8,1,2,6,1,2,503,6_2,27
21,3.0,0:54:24,81600.0,7,14,2,clear,0.0,1,6,,9,0.3987804878048779,1.5847916666666666,,,8,208.9,266.37,8,1,2,6,1,2,503,6_2,27
21,4.0,0:54:25,81636.0,7,14,1,smash,0.0,0,9,,6,1.1414634146341467,-1.1114583333333334,,,8,198.8,750.65,8,1,2,6,1,2,503,6_2,27
21,5.0,0:54:25,81647.0,7,14,2,defensive shot,0.0,1,6,,1,1.0585365853658537,0.6442708333333336,,,8,149.9,263.54,9,1,2,6,1,2,503,6_2,27
21,6.0,0:54:26,81672.0,7,14,1,lob,0.0,1,1,,4,0.975609756097561,-1.533958333333333,,,8,233.6,607.04,8,1,2,6,1,2,503,6_2,27
21,7.0,0:54:28,81709.0,7,14,2,smash,0.0,0,4,,5,1.425609756097561,1.0430208333333333,,,9,247.1,190.07,8,1,2,6,1,2,503,6_2,27
21,8.0,0:54:29,81727.0,7,14,1,defensive shot,0.0,1,5,,2,1.218292682926829,-0.4324479166666665,,,8,178.1,670.26,8,1,2,6,1,2,503,6_2,27
21,9.0,0:54:30,81751.0,7,14,2,net shot,0.0,1,2,,1,1.2243902439024388,0.1771874999999999,,,6,258.7,359.88,8,1,2,6,1,2,503,6_2,27
21,10.0,0:54:31,81777.0,7,14,1,net shot,0.0,1,1,,2,1.4646341463414636,-0.2271354166666667,,,7,244.2,546.61,8,1,2,6,1,2,503,6_2,27
21,11.0,0:54:31,81799.0,7,14,2,push/rush,0.0,1,2,,4,-1.2121951219512197,1.5913020833333331,,,2,261.9,414.94,7,1,2,6,1,2,503,6_2,27
21,12.0,0:54:33,81842.0,7,14,1,clear,0.0,0,4,,10,-1.6048780487804877,-1.533125,,,9,109.2,780.98,8,1,2,6,1,2,503,6_2,27
21,13.0,0:54:35,81878.0,7,14,2,drop,0.0,0,10,,1,0.9902439024390244,0.5518229166666669,,,3,66.4,184.28,8,1,2,6,1,2,503,6_2,27
21,14.0,0:54:35,81898.0,7,14,1,defensive shot,0.0,1,1,,2,1.0707317073170732,-0.3348437500000001,,,8,238.4,607.16,9,1,2,6,1,2,503,6_2,27
21,15.0,0:54:36,81924.0,7,14,2,net shot,0.0,1,2,,1,1.2243902439024388,0.1771874999999999,,,7,243.6,387.87,8,1,2,6,1,2,503,6_2,27
21,16.0,0:54:37,81948.0,7,14,1,lob,0.0,1,1,,6,0.9841463414634144,-1.3236979166666667,,,7,246.7,519.14,8,1,2,6,1,2,503,6_2,27
21,17.0,0:54:39,81990.0,7,14,2,smash,0.0,0,6,,8,-0.774390243902439,0.9859895833333332,,,6,251.6,218.41,8,1,2,6,1,2,503,6_2,27
21,18.0,0:54:40,82001.0,7,14,1,defensive shot,0.0,0,8,,5,-0.9439024390243904,-0.7066145833333334,,,8,145.7,683.54,8,1,2,6,1,2,503,6_2,27
21,19.0,0:54:40,82024.0,7,14,2,lob,0.0,0,5,,8,0.851219512195122,1.1903645833333332,,,8,134.1,329.32,8,1,2,6,1,2,503,6_2,27
21,20.0,0:54:41,82044.0,7,14,1,clear,1.0,0,8,,4,1.1878048780487802,-1.549583333333333,,,8,192.2,677.8,8,1,2,6,1,2,503,6_2,27
21,21.0,0:54:43,82080.0,7,14,2,drop,0.0,0,4,,5,1.0987804878048784,0.8396875000000001,,,4,260.9,190.07,8,1,2,6,1,2,503,6_2,27
21,22.0,0:54:43,82096.0,7,14,1,net shot,0.0,1,5,,1,-1.3353658536585369,-0.53359375,,,8,182.1,660.64,9,1,2,6,1,2,503,6_2,27
21,23.0,0:54:44,82122.0,7,14,2,net shot,0.0,0,1,,2,-1.3219512195121952,0.1222395833333334,,,8,105.9,358.4,8,1,2,6,1,2,503,6_2,27
21,24.0,0:54:45,82146.0,7,14,1,lob,0.0,0,2,,3,-1.2719512195121951,-1.595,,,2,86.8,529.18,1,1,2,6,1,2,503,6_2,27
21,25.0,0:54:47,82186.0,7,14,2,clear,0.0,0,3,,4,-1.151219512195122,1.52859375,,,9,104.6,160.71,8,1,2,6,1,2,503,6_2,27
21,26.0,0:54:49,82228.0,7,14,1,drop,0.0,0,4,,5,-1.2865853658536586,-0.6485416666666666,,,4,90.8,766.5,8,1,2,6,1,2,503,6_2,27
21,27.0,0:54:49,82248.0,7,14,2,defensive shot,0.0,0,5,,10,-1.6048780487804877,0.1999479166666666,out,1.0,5,96.5,315.01,8,1,2,6,1,2,503,6_2,27
22,1.0,0:55:15,82894.0,8,14,1,short service,0.0,1,7,,7,0.6036585365853658,-0.4799479166666665,,,8,166.3,609.6,8,1,2,6,1,2,504,6_2,13
22,2.0,0:55:17,82927.0,8,14,2,push/rush,0.0,1,7,,5,1.1,1.456875,,,8,193.7,354.81,8,1,2,6,1,2,504,6_2,13
22,3.0,0:55:18,82952.0,8,14,1,clear,1.0,0,5,,9,-0.8268292682926829,-1.5642187500000002,,,8,214.4,724.41,8,1,2,6,1,2,504,6_2,13
22,4.0,0:55:19,82987.0,8,14,2,drive,0.0,0,9,,6,-0.8914634146341462,0.8048958333333331,,,9,125.1,148.57,8,1,2,6,1,2,504,6_2,13
22,5.0,0:55:20,83004.0,8,14,1,defensive shot,0.0,0,6,,7,-0.1658536585365853,-0.3627083333333332,,,8,113.6,642.61,8,1,2,6,1,2,504,6_2,13
22,6.0,0:55:21,83026.0,8,14,2,push/rush,0.0,1,7,,8,0.6134146341463416,1.0840625,,,7,137.4,369.62,8,1,2,6,1,2,504,6_2,13
22,7.0,0:55:21,83043.0,8,14,1,net shot,0.0,1,8,,6,1.1914634146341463,-0.62734375,,,8,179.1,669.08,8,1,2,6,1,2,504,6_2,13
22,8.0,0:55:22,83061.0,8,14,2,lob,0.0,1,6,,5,1.047560975609756,1.3535416666666666,,,8,243.1,327.87,8,1,2,6,1,2,504,6_2,13
22,9.0,0:55:23,83088.0,8,14,1,smash,0.0,0,5,,6,1.146341463414634,-1.25140625,,,8,237.0,709.92,8,1,2,6,1,2,504,6_2,13
22,10.0,0:55:23,83099.0,8,14,2,defensive shot,0.0,1,6,,1,1.0987804878048784,0.2906249999999997,,,8,159.3,268.71,8,1,2,6,1,2,504,6_2,13
22,11.0,0:55:24,83124.0,8,14,1,net shot,0.0,1,1,,2,1.329268292682927,-0.3551041666666667,,,7,243.7,577.15,8,1,2,6,1,2,504,6_2,13
22,12.0,0:55:25,83146.0,8,14,2,net shot,0.0,1,2,,1,1.3378048780487803,0.1600000000000001,,,2,265.1,381.73,8,1,2,6,1,2,504,6_2,13
22,13.0,0:55:26,83164.0,8,14,1,push/rush,0.0,1,1,2.0,9,0.7036585365853657,-1.3826041666666669,opponent's ball landed,1.0,7,240.3,510.64,8,1,2,6,1,2,504,6_2,13
24,1.0,0:56:12,84312.0,10,14,1,short service,0.0,1,7,,7,0.5756097560975608,-0.2843229166666665,,,8,170.0,609.68,8,1,2,6,1,2,506,6_2,10
24,2.0,0:56:14,84352.0,10,14,2,net shot,0.0,0,7,,1,1.139024390243902,0.2033854166666667,,,7,224.5,374.85,8,1,2,6,1,2,506,6_2,10
24,3.0,0:56:14,84372.0,10,14,1,lob,0.0,1,1,,4,1.3487804878048784,-1.5966145833333334,,,7,237.9,538.55,8,1,2,6,1,2,506,6_2,10
24,4.0,0:56:16,84407.0,10,14,2,clear,0.0,1,4,,5,1.2719512195121954,1.4958333333333336,,,4,262.2,181.33,8,1,2,6,1,2,506,6_2,10
24,5.0,0:56:17,84441.0,10,14,1,drop,1.0,0,5,,7,-0.0646341463414635,-0.5167708333333335,,,5,253.4,736.1,8,1,2,6,1,2,506,6_2,10
24,6.0,0:56:18,84457.0,10,14,2,net shot,0.0,0,7,,7,0.8926829268292682,0.2889583333333334,,,8,158.7,334.14,8,1,2,6,1,2,506,6_2,10
24,7.0,0:56:19,84479.0,10,14,1,lob,0.0,1,7,,3,-0.95,-1.5028125,,,7,217.2,555.41,8,1,2,6,1,2,506,6_2,10
24,8.0,0:56:20,84511.0,10,14,2,smash,0.0,0,3,,6,-1.2060975609756095,0.7667708333333335,,,9,114.3,169.63,8,1,2,6,1,2,506,6_2,10
24,9.0,0:56:21,84526.0,10,14,1,defensive shot,0.0,0,6,,1,-1.0707317073170732,-0.1405729166666667,,,6,96.5,659.58,8,1,2,6,1,2,506,6_2,10
24,10.0,0:56:21,84546.0,10,14,2,push/rush,0.0,0,1,,1,-1.1792682926829268,0.0223437500000001,touched the net,1.0,1,100.9,394.58,8,1,2,6,1,2,506,6_2,10
25,1.0,0:56:54,85362.0,10,15,1,short service,0.0,1,7,,7,-0.3304878048780487,-0.3635416666666667,,,8,179.4,612.65,8,0,2,6,1,2,507,6_2,12
25,2.0,0:56:57,85428.0,10,15,2,push/rush,0.0,1,7,,6,-1.0719512195121952,1.2930208333333333,,,8,139.0,358.72,8,0,2,6,1,2,507,6_2,12
25,3.0,0:56:58,85450.0,10,15,1,smash,0.0,0,6,,8,-0.6792682926829269,-0.8529687499999999,,,8,106.7,734.67,8,0,2,6,1,2,507,6_2,12
25,4.0,0:56:58,85459.0,10,15,2,defensive shot,0.0,0,8,,8,0.2829268292682925,0.8992187499999998,,,8,116.0,276.11,6,0,2,6,1,2,507,6_2,12
25,5.0,0:56:58,85474.0,10,15,1,defensive shot,0.0,1,8,,7,0.0646341463414635,-0.5275520833333335,,,8,157.1,674.46,8,0,2,6,1,2,507,6_2,12
25,6.0,0:56:59,85491.0,10,15,2,net shot,0.0,1,7,,2,-1.0085365853658537,0.3823437499999998,,,8,170.9,347.89,8,0,2,6,1,2,507,6_2,12
25,7.0,0:57:00,85509.0,10,15,1,push/rush,0.0,0,2,,4,1.1134146341463416,-1.5651041666666667,,,7,107.2,578.55,8,0,2,6,1,2,507,6_2,12
25,8.0,0:57:01,85536.0,10,15,2,clear,1.0,0,4,,6,-1.1121951219512196,1.4377083333333331,,,9,206.2,201.51,8,0,2,6,1,2,507,6_2,12
25,9.0,0:57:02,85566.0,10,15,1,drop,0.0,0,6,,5,-1.173170731707317,-0.6954687499999999,,,6,99.3,747.5,8,0,2,6,1,2,507,6_2,12
25,10.0,0:57:03,85585.0,10,15,2,drive,0.0,0,5,,6,-1.1317073170731706,0.7108333333333334,,,8,109.3,322.15,8,0,2,6,1,2,507,6_2,12
25,11.0,0:57:03,85596.0,10,15,1,defensive shot,0.0,0,6,,1,-1.2707317073170732,-0.5332812499999999,,,8,105.2,637.29,8,0,2,6,1,2,507,6_2,12
25,12.0,0:57:04,85616.0,10,15,2,push/rush,0.0,0,1,,4,-1.2658536585365854,1.6981770833333332,對手落地判斷失誤,2.0,5,91.7,353.85,8,0,2,6,1,2,507,6_2,12
26,1.0,0:57:21,86041.0,11,15,2,short service,0.0,1,7,,7,-0.5658536585365854,0.2515104166666664,,,8,179.8,336.61,8,1,2,6,1,2,508,6_2,7
26,2.0,0:57:22,86061.0,11,15,1,lob,0.0,1,7,,3,-0.9865853658536586,-1.5028125,,,7,115.6,584.53,8,1,2,6,1,2,508,6_2,7
26,3.0,0:57:23,86094.0,11,15,2,drop,0.0,0,3,,2,-1.0378048780487803,0.3408333333333336,,,9,113.4,166.67,8,1,2,6,1,2,508,6_2,7
26,4.0,0:57:24,86117.0,11,15,1,push/rush,0.0,0,2,,3,-1.1012195121951218,-1.5180208333333336,,,7,103.9,562.19,8,1,2,6,1,2,508,6_2,7
26,5.0,0:57:25,86147.0,11,15,2,drop,0.0,0,3,,7,0.897560975609756,0.5038541666666667,,,9,108.1,169.64,8,1,2,6,1,2,508,6_2,7
26,6.0,0:57:26,86168.0,11,15,1,lob,0.0,1,7,,9,-0.7304878048780489,-1.4425,,,8,228.7,608.32,8,1,2,6,1,2,508,6_2,7
26,7.0,0:57:27,86192.0,11,15,2,smash,0.0,0,9,,10,-1.619512195121951,1.0702604166666667,out,1.0,8,143.8,218.22,8,1,2,6,1,2,508,6_2,7
27,1.0,0:57:44,86607.0,11,16,1,short service,0.0,1,7,,7,0.4109756097560974,-0.4920833333333334,,,8,167.4,608.25,8,0,2,6,1,2,509,6_2,8
27,2.0,0:57:45,86628.0,11,16,2,lob,0.0,1,7,,4,-1.1329268292682928,1.5584375,,,8,197.2,348.13,8,0,2,6,1,2,509,6_2,8
27,3.0,0:57:46,86662.0,11,16,1,clear,0.0,0,4,,3,-1.2865853658536586,-1.51796875,,,4,89.5,778.5,8,0,2,6,1,2,509,6_2,8
27,4.0,0:57:47,86696.0,11,16,2,drop,0.0,0,3,,1,0.9390243902439024,0.5746354166666668,,,3,94.1,166.69,8,0,2,6,1,2,509,6_2,8
27,5.0,0:57:48,86716.0,11,16,1,defensive shot,0.0,1,1,,2,1.1426829268292682,-0.3777604166666665,,,8,222.4,596.96,8,0,2,6,1,2,509,6_2,8
27,6.0,0:57:49,86739.0,11,16,2,lob,0.0,1,2,,3,1.2902439024390244,1.542239583333333,,,7,239.1,375.0,8,0,2,6,1,2,509,6_2,8
27,7.0,0:57:50,86769.0,11,16,1,clear,1.0,0,3,,9,0.8085365853658538,-1.5649479166666669,,,8,246.1,741.03,8,0,2,6,1,2,509,6_2,8
27,8.0,0:57:51,86799.0,11,16,2,smash,0.0,0,9,,5,1.297560975609756,1.26046875,opponent's ball landed,2.0,9,232.4,192.95,8,0,2,6,1,2,509,6_2,8
28,1.0,0:58:11,87295.0,11,17,2,short service,0.0,1,7,,7,0.3499999999999998,0.4750520833333335,,,8,164.8,336.48,8,0,2,6,1,2,510,6_2,6
28,2.0,0:58:12,87316.0,11,17,1,lob,0.0,1,7,,3,-1.103658536585366,-1.53328125,,,8,192.8,600.5,8,0,2,6,1,2,510,6_2,6
28,3.0,0:58:13,87348.0,11,17,2,drop,0.0,0,3,,8,-0.0817073170731706,0.6481770833333336,,,9,110.6,157.7,8,0,2,6,1,2,510,6_2,6
28,4.0,0:58:14,87365.0,11,17,1,lob,0.0,1,8,,3,-0.9109756097560976,-1.48765625,,,8,131.5,639.24,8,0,2,6,1,2,510,6_2,6
28,5.0,0:58:15,87391.0,11,17,2,drop,0.0,0,3,2.0,8,-0.3512195121951221,0.7114583333333334,,,9,119.9,175.52,8,0,2,6,1,2,510,6_2,6
28,6.0,00:58:16,87404.0,11,17,1,net shot,0.0,0,8,2.0,10,1.6207317073170728,-0.5208333333333334,out,2.0,8,133.8,655.66,8,0,2,6,1,2,510,6_2,6
30,1.0,0:58:58,88450.0,12,18,2,short service,0.0,1,7,,7,0.3829268292682927,0.3942187500000003,,,8,164.8,334.19,8,1,2,6,1,2,512,6_2,7
30,2.0,0:58:58,88471.0,12,18,1,lob,0.0,1,7,,3,-1.0817073170731708,-1.5180208333333336,,,7,199.0,587.85,8,1,2,6,1,2,512,6_2,7
30,3.0,0:59:00,88505.0,12,18,2,drop,0.0,0,3,,6,-1.1426829268292684,0.8228645833333333,,,3,95.5,163.71,8,1,2,6,1,2,512,6_2,7
30,4.0,0:59:00,88519.0,12,18,1,net shot,0.0,0,6,,2,1.2280487804878046,-0.4434895833333332,,,8,119.0,665.04,9,1,2,6,1,2,512,6_2,7
30,5.0,0:59:01,88543.0,12,18,2,net shot,0.0,1,2,,1,1.1536585365853662,0.1313541666666668,,,7,245.0,364.17,8,1,2,6,1,2,512,6_2,7
30,6.0,0:59:02,88567.0,12,18,1,lob,0.0,1,1,,5,-1.476829268292683,-1.0353125,,,7,239.0,512.3,7,1,2,6,1,2,512,6_2,7
30,7.0,0:59:04,88622.0,12,18,2,smash,0.0,0,5,,3,1.576829268292683,1.5103125000000002,out,1.0,5,67.9,283.35,8,1,2,6,1,2,512,6_2,7
31,1.0,0:59:20,89021.0,12,19,1,short service,0.0,1,7,,7,-0.3817073170731708,-0.4289583333333334,,,8,177.8,616.69,8,0,2,6,1,2,513,6_2,14
31,2.0,0:59:21,89047.0,12,19,2,push/rush,0.0,1,7,,6,-1.1878048780487809,1.4573437499999995,,,8,138.2,352.06,8,0,2,6,1,2,513,6_2,14
31,3.0,0:59:23,89077.0,12,19,1,drop,0.0,0,6,,5,-1.0609756097560976,-0.61265625,,,4,84.4,759.66,8,0,2,6,1,2,513,6_2,14
31,4.0,0:59:23,89099.0,12,19,2,defensive shot,0.0,0,5,,2,-1.0219512195121951,0.1244791666666665,,,8,109.7,331.43,8,0,2,6,1,2,513,6_2,14
31,5.0,0:59:24,89122.0,12,19,1,lob,0.0,0,2,,3,-0.9146341463414634,-1.4425,,,2,101.8,532.67,8,0,2,6,1,2,513,6_2,14
31,6.0,0:59:26,89156.0,12,19,2,drop,0.0,0,3,,6,-1.173170731707317,0.6669791666666663,,,9,120.1,181.37,8,0,2,6,1,2,513,6_2,14
31,7.0,0:59:27,89175.0,12,19,1,defensive shot,0.0,0,6,,1,-1.0097560975609756,-0.3563020833333334,,,8,102.5,622.88,8,0,2,6,1,2,513,6_2,14
31,8.0,0:59:28,89200.0,12,19,2,push/rush,0.0,0,1,,6,-1.2036585365853658,1.3624479166666668,,,7,110.1,375.78,8,0,2,6,1,2,513,6_2,14
31,9.0,0:59:29,89228.0,12,19,1,drop,0.0,0,6,,2,1.0231707317073169,-0.5234375,,,6,94.6,744.37,8,0,2,6,1,2,513,6_2,14
31,10.0,0:59:30,89250.0,12,19,2,push/rush,0.0,1,2,,6,-1.1146341463414635,1.448020833333333,,,8,228.0,341.6,8,0,2,6,1,2,513,6_2,14
31,11.0,0:59:31,89280.0,12,19,1,drop,0.0,0,6,,5,-1.195121951219512,-0.81703125,,,4,100.7,752.45,8,0,2,6,1,2,513,6_2,14
31,12.0,0:59:32,89300.0,12,19,2,push/rush,0.0,0,5,,8,0.5353658536585366,1.083125,,,5,96.9,298.25,8,0,2,6,1,2,513,6_2,14
31,13.0,0:59:32,89318.0,12,19,1,clear,1.0,0,8,,4,1.2926829268292683,-1.549583333333333,,,8,174.7,665.33,8,0,2,6,1,2,513,6_2,14
31,14.0,0:59:34,89351.0,12,19,2,smash,1.0,0,4,,5,1.4560975609756095,0.9851562499999998,opponent's ball landed,2.0,8,248.5,218.41,8,0,2,6,1,2,513,6_2,14
32,1.0,0:59:49,89726.0,12,20,2,short service,0.0,1,7,,7,-0.5536585365853659,0.4349999999999999,,,8,179.1,327.36,8,0,2,6,1,2,514,6_2,14
32,2.0,0:59:49,89747.0,12,20,1,push/rush,0.0,1,7,,3,-1.2280487804878049,-1.5027604166666666,,,8,121.3,590.38,8,0,2,6,1,2,514,6_2,14
32,3.0,0:59:51,89783.0,12,20,2,clear,0.0,0,3,,4,-1.3109756097560976,1.5064062500000002,,,3,93.4,166.69,8,0,2,6,1,2,514,6_2,14
32,4.0,0:59:52,89809.0,12,20,1,clear,0.0,0,4,,3,-1.4414634146341463,-1.502708333333333,,,4,84.7,750.97,8,0,2,6,1,2,514,6_2,14
32,5.0,0:59:53,89840.0,12,20,2,drive,0.0,0,3,,6,-1.2304878048780488,1.11734375,,,3,71.9,166.71,8,0,2,6,1,2,514,6_2,14
32,6.0,0:59:54,89856.0,12,20,1,net shot,0.0,0,6,,7,0.7585365853658536,-0.4905208333333333,,,8,103.3,682.35,8,0,2,6,1,2,514,6_2,14
32,7.0,0:59:55,89878.0,12,20,2,push/rush,0.0,1,7,,5,1.274390243902439,1.3564583333333335,,,8,225.8,343.86,8,0,2,6,1,2,514,6_2,14
32,8.0,0:59:56,89901.0,12,20,1,clear,1.0,0,5,,9,0.7451219512195121,-1.503125,,,8,215.8,707.09,8,0,2,6,1,2,514,6_2,14
32,9.0,0:59:57,89935.0,12,20,2,smash,0.0,0,9,,6,-1.001219512195122,0.7548437499999997,,,9,235.7,187.17,8,0,2,6,1,2,514,6_2,14
32,10.0,0:59:57,89949.0,12,20,1,defensive shot,0.0,0,6,,1,-1.246341463414634,-0.4113020833333334,,,8,119.4,631.18,9,0,2,6,1,2,514,6_2,14
32,11.0,0:59:59,89976.0,12,20,2,push/rush,0.0,0,1,,4,-1.3829268292682928,1.51546875,,,5,90.4,344.91,8,0,2,6,1,2,514,6_2,14
32,12.0,1:00:00,90009.0,12,20,1,drop,0.0,0,4,,2,1.3073170731707315,-0.51078125,,,4,74.4,756.46,8,0,2,6,1,2,514,6_2,14
32,13.0,1:00:01,90033.0,12,20,2,defensive shot,0.0,1,2,,1,1.204878048780488,0.1680208333333332,,,8,249.6,344.07,8,0,2,6,1,2,514,6_2,14
32,14.0,1:00:02,90061.0,12,20,1,lob,0.0,1,1,2.0,10,0.8878048780487806,-1.7407812500000002,out,2.0,7,244.0,533.84,8,0,2,6,1,2,514,6_2,14
35,1.0,1:00:55,91379.0,15,20,1,short service,0.0,1,7,,7,-0.3560975609756096,-0.3852083333333332,,,8,179.5,608.53,8,1,2,6,1,2,516,6_2,18
35,2.0,1:00:56,91413.0,15,20,2,lob,0.0,1,7,,4,-1.0829268292682928,1.6265624999999997,,,8,135.7,358.69,8,1,2,6,1,2,516,6_2,18
35,3.0,1:00:57,91445.0,15,20,1,clear,0.0,0,4,,3,-1.318292682926829,-1.4876041666666666,,,4,96.6,764.81,8,1,2,6,1,2,516,6_2,18
35,4.0,1:00:59,91477.0,15,20,2,smash,0.0,0,3,,6,-0.9707317073170731,0.8452083333333332,,,3,72.8,157.76,8,1,2,6,1,2,516,6_2,18
35,5.0,1:00:59,91489.0,15,20,1,net shot,0.0,0,6,,2,1.007317073170732,-0.3784375000000001,,,8,118.0,665.02,3,1,2,6,1,2,516,6_2,18
35,6.0,1:01:00,91510.0,15,20,2,net shot,0.0,1,2,,1,1.0085365853658534,0.1302604166666666,,,7,232.5,372.77,8,1,2,6,1,2,516,6_2,18
35,7.0,1:01:01,91533.0,15,20,1,lob,0.0,1,1,,8,-0.1182926829268291,-1.3682291666666666,,,7,235.8,527.18,7,1,2,6,1,2,516,6_2,18
35,8.0,1:01:03,91588.0,15,20,2,smash,0.0,0,8,,8,-0.824390243902439,0.9005208333333332,,,8,166.1,215.49,8,1,2,6,1,2,516,6_2,18
35,9.0,1:01:04,91601.0,15,20,1,defensive shot,0.0,0,8,,7,0.0634146341463413,-0.4378645833333333,,,8,132.7,664.2,8,1,2,6,1,2,516,6_2,18
35,10.0,1:01:05,91625.0,15,20,2,push/rush,0.0,1,7,,5,0.9182926829268294,1.00515625,,,7,151.4,378.36,8,1,2,6,1,2,516,6_2,18
35,11.0,1:01:05,91643.0,15,20,1,net shot,0.0,1,5,,7,0.8060975609756097,-0.3685937499999999,,,8,210.6,660.17,8,1,2,6,1,2,516,6_2,18
35,12.0,1:01:06,91661.0,15,20,2,net shot,0.0,1,7,,7,0.8817073170731708,0.3145833333333332,,,7,210.0,372.54,8,1,2,6,1,2,516,6_2,18
35,13.0,1:01:07,91683.0,15,20,1,lob,0.0,1,7,,9,-0.2329268292682926,-1.53359375,,,7,233.0,572.45,8,1,2,6,1,2,516,6_2,18
35,14.0,1:01:08,91718.0,15,20,2,smash,0.0,0,9,,6,-0.997560975609756,0.7407291666666668,,,9,167.5,190.05,8,1,2,6,1,2,516,6_2,18
35,15.0,1:01:09,91734.0,15,20,1,defensive shot,0.0,0,6,,1,-1.1012195121951218,-0.3460937499999999,,,8,111.1,634.86,9,1,2,6,1,2,516,6_2,18
35,16.0,1:01:10,91756.0,15,20,2,net shot,0.0,0,1,2.0,2,-1.373170731707317,0.1753645833333334,,,1,101.4,382.06,8,1,2,6,1,2,516,6_2,18
35,17.0,01:01:11,91780.0,15,20,1,lob,0.0,0,2,1.0,1,-1.0658536585365854,-0.3247395833333334,,,1,84.9,532.34,7,1,2,6,1,2,516,6_2,18
35,18.0,01:01:12,91816.0,15,20,2,push/rush,0.0,0,1,2.0,8,0.8195121951219511,0.8367187499999998,opponent's ball landed,1.0,7,105.9,434.53,1,1,2,6,1,2,516,6_2,18
36,1.0,1:01:40,92501.0,16,20,1,short service,0.0,1,7,,7,0.3609756097560975,-0.4698437499999999,,,8,166.9,612.35,8,1,2,6,1,2,517,6_2,8
36,2.0,1:01:41,92531.0,16,20,2,push/rush,0.0,1,7,,8,-0.8402439024390245,1.27359375,,,8,187.1,352.52,8,1,2,6,1,2,517,6_2,8
36,3.0,1:01:42,92555.0,16,20,1,drop,0.0,0,8,,6,1.1414634146341467,-0.6752083333333333,,,8,114.9,729.78,8,1,2,6,1,2,517,6_2,8
36,4.0,1:01:43,92579.0,16,20,2,defensive shot,0.0,1,6,,1,1.0060975609756098,0.1393749999999999,,,8,243.4,334.84,8,1,2,6,1,2,517,6_2,8
36,5.0,1:01:44,92601.0,16,20,1,push/rush,0.0,1,1,,3,-1.017073170731707,-1.5180208333333336,,,7,232.6,532.0,8,1,2,6,1,2,517,6_2,8
36,6.0,1:01:45,92636.0,16,20,2,drop,0.0,0,3,,6,-1.0060975609756098,0.7618229166666666,,,9,115.0,151.64,8,1,2,6,1,2,517,6_2,8
36,7.0,1:01:46,92654.0,16,20,1,push/rush,0.0,0,6,,3,-1.0329268292682927,-1.5641145833333334,,,8,114.1,642.62,8,1,2,6,1,2,517,6_2,8
36,8.0,1:01:47,92685.0,16,20,2,drop,0.0,0,3,,1,-1.1487804878048782,0.0319270833333333,touched the net,1.0,9,120.6,175.52,8,1,2,6,1,2,517,6_2,8
1,1.0,1:04:32,96800.0,0,1,2,short service,0.0,1,7,,7,-0.6560975609756097,-0.3975520833333332,,,8,183.6,616.83,8,0,3,6,1,2,519,6_3,29
1,2.0,1:04:32,96822.0,0,1,1,lob,0.0,1,7,,3,1.0134146341463417,1.5983333333333334,,,8,141.7,360.95,8,0,3,6,1,2,519,6_3,29
1,3.0,1:04:33,96849.0,0,1,2,drive,0.0,0,3,,8,0.8743902439024389,-0.8612500000000001,,,8,237.2,748.87,8,0,3,6,1,2,519,6_3,29
1,4.0,1:04:34,96863.0,0,1,1,net shot,0.0,0,8,,2,-1.2207317073170731,0.5236979166666664,,,8,224.7,286.71,8,0,3,6,1,2,519,6_3,29
1,5.0,1:04:35,96885.0,0,1,2,lob,0.0,1,2,,9,0.8548780487804878,-1.3973958333333334,,,8,106.1,594.28,8,0,3,6,1,2,519,6_3,29
1,6.0,1:04:36,96916.0,0,1,1,drop,0.0,0,9,,5,1.2695121951219517,0.6984375000000002,,,9,243.2,175.45,8,0,3,6,1,2,519,6_3,29
1,7.0,1:04:37,96932.0,0,1,2,defensive shot,0.0,0,5,,2,1.0829268292682928,-0.3563541666666667,,,5,252.1,639.73,8,0,3,6,1,2,519,6_3,29
1,8.0,1:04:38,96951.0,0,1,1,lob,0.0,0,2,,3,1.2853658536585364,1.6411979166666668,,,2,252.1,368.62,8,0,3,6,1,2,519,6_3,29
1,9.0,1:04:39,96979.0,0,1,2,clear,0.0,0,3,,9,0.8414634146341463,-1.5184895833333334,,,3,254.1,769.95,8,0,3,6,1,2,519,6_3,29
1,10.0,1:04:40,97007.0,0,1,1,clear,0.0,0,9,,5,1.0219512195121954,1.4768229166666664,,,9,239.8,181.34,8,0,3,6,1,2,519,6_3,29
1,11.0,1:04:41,97037.0,0,1,2,clear,0.0,0,5,,4,1.045121951219512,-1.487864583333333,,,3,253.1,762.22,8,0,3,6,1,2,519,6_3,29
1,12.0,1:04:42,97065.0,0,1,1,drop,0.0,0,4,,7,0.6451219512195122,0.4046875000000002,,,4,264.0,178.39,8,0,3,6,1,2,519,6_3,29
