rally,ball_round,time,frame_num,roundscore_A,roundscore_B,player,type,aroundhead,backhand,hit_area,landing_height,landing_area,landing_x,landing_y,lose_reason,getpoint_player,player_location_area,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,is_target_win,set,match_id,winner,loser,rally_id,rally_length
36,16.0,00:51:50,77759.0,19,17,1,clear,0.0,0,9,1.0,9,-0.7012195121951219,1.531875,,,8,212.0,212.66,8,187.2,668.71,1,2,11,1,4,901,31
36,17.0,00:51:51,77792.0,19,17,4,clear,0.0,0,9,1.0,9,0.5329268292682925,-1.505,,,8,133.6,749.66,8,159.3,255.73,1,2,11,1,4,901,31
36,18.0,00:51:53,77829.0,19,17,1,drop,0.0,0,9,2.0,2,1.0609756097560976,0.4608854166666667,,,9,216.0,196.87,8,188.5,681.96,1,2,11,1,4,901,31
36,19.0,00:51:54,77851.0,19,17,4,net shot,0.0,0,2,2.0,2,1.229268292682927,-0.1452604166666666,,,8,247.5,606.63,8,212.5,220.45,1,2,11,1,4,901,31
36,20.0,00:51:55,77878.0,19,17,1,lob,0.0,1,2,1.0,8,-0.3317073170731706,1.4357812499999998,,,7,248.5,421.52,7,222.2,591.56,1,2,11,1,4,901,31
36,21.0,00:51:56,77911.0,19,17,4,drop,0.0,0,8,2.0,6,1.2853658536585364,-0.5926562500000001,,,8,154.7,756.57,8,171.1,258.22,1,2,11,1,4,901,31
36,22.0,00:51:57,77932.0,19,17,1,net shot,0.0,1,6,2.0,2,1.2682926829268293,0.2794791666666665,,,6,263.9,344.44,8,152.1,741.5,1,2,11,1,4,901,31
36,23.0,00:51:58,77956.0,19,17,4,lob,0.0,0,2,1.0,8,-0.8512195121951219,-1.325625,,,7,250.1,574.58,8,213.9,322.06,1,2,11,1,4,901,31
36,24.0,00:51:59,77979.0,19,17,1,clear,0.0,0,8,1.0,9,-0.623170731707317,1.5729166666666667,,,8,148.6,240.75,8,194.9,639.88,1,2,11,1,4,901,31
36,25.0,00:52:00,78012.0,19,17,4,drop,0.0,0,9,2.0,5,-0.9085365853658536,-0.5939062499999999,,,9,123.8,766.76,8,140.6,263.08,1,2,11,1,4,901,31
36,26.0,00:52:01,78035.0,19,17,1,net shot,0.0,0,5,2.0,7,-0.1036585365853658,0.1797916666666665,,,8,123.2,326.45,8,140.0,707.53,1,2,11,1,4,901,31
36,27.0,00:52:02,78064.0,19,17,4,lob,0.0,1,7,2.0,3,-1.024390243902439,-1.38046875,,,7,167.8,529.04,8,163.9,342.11,1,2,11,1,4,901,31
36,28.0,00:52:04,78102.0,19,17,1,clear,0.0,0,3,1.0,9,-0.7390243902439023,1.5141145833333336,,,8,135.9,209.92,8,168.0,613.98,1,2,11,1,4,901,31
36,29.0,00:52:05,78132.0,19,17,4,drop,0.0,0,9,2.0,1,-1.3987804878048782,-0.3956770833333334,,,8,123.4,747.34,8,138.5,260.62,1,2,11,1,4,901,31
36,30.0,00:52:06,78155.0,19,17,1,net shot,0.0,0,1,2.0,1,-1.2585365853658537,0.21578125,,,5,78.6,348.58,8,123.6,718.67,1,2,11,1,4,901,31
36,31.0,00:52:07,78181.0,19,17,4,net shot,0.0,1,1,2.0,1,-1.2585365853658537,0.1333333333333334,touched the net,1.0,1,90.5,535.68,8,110.0,328.68,1,2,11,1,4,901,31
37,1.0,00:53:20,80017.0,19,18,1,short service,0.0,1,7,2.0,7,-0.8621951219512195,0.5841666666666665,,,8,179.2,308.29,8,132.3,655.14,0,2,11,1,4,902,19
37,2.0,00:53:21,80035.0,19,18,4,net shot,0.0,1,7,2.0,7,-0.1402439024390244,-0.3949999999999998,,,7,123.5,589.97,8,167.7,272.85,0,2,11,1,4,902,19
37,3.0,00:53:22,80052.0,19,18,1,net shot,0.0,0,7,2.0,7,0.1195121951219513,0.1707291666666665,,,7,180.7,391.18,8,157.8,613.98,0,2,11,1,4,902,19
37,4.0,00:53:22,80071.0,19,18,4,net shot,0.0,1,7,2.0,7,0.6597560975609755,-0.1455208333333333,,,7,202.8,557.06,7,184.7,372.38,0,2,11,1,4,902,19
37,5.0,00:53:23,80093.0,19,18,1,lob,0.0,1,7,1.0,9,-0.2268292682926828,1.6076041666666665,,,7,201.2,417.51,7,194.2,593.07,0,2,11,1,4,902,19
37,6.0,00:53:25,80144.0,19,18,4,smash,0.0,0,9,2.0,8,-0.278048780487805,-0.8752083333333335,,,9,144.8,796.2,8,147.6,265.53,0,2,11,1,4,902,19
37,7.0,00:53:26,80153.0,19,18,1,drive,0.0,1,8,2.0,8,-0.575609756097561,0.8559895833333334,,,8,136.6,298.94,8,149.6,741.49,0,2,11,1,4,902,19
37,8.0,00:53:26,80168.0,19,18,4,net shot,0.0,1,8,2.0,7,-0.6695121951219513,-0.5042708333333333,,,8,167.6,645.47,8,139.9,296.61,0,2,11,1,4,902,19
37,9.0,00:53:27,80188.0,19,18,1,net shot,0.0,0,7,2.0,7,0.2048780487804879,0.3581249999999999,,,8,154.7,344.3,8,178.6,651.03,0,2,11,1,4,902,19
37,10.0,00:53:28,80208.0,19,18,4,net shot,0.0,0,7,2.0,1,-1.1878048780487809,-0.2896354166666667,,,8,176.7,603.61,8,167.9,337.69,0,2,11,1,4,902,19
37,11.0,00:53:29,80228.0,19,18,1,lob,0.0,0,1,2.0,4,1.1865853658536587,1.5613541666666666,,,7,109.0,382.8,8,160.4,603.6,0,2,11,1,4,902,19
37,12.0,00:53:30,80260.0,19,18,4,drop,0.0,0,4,2.0,1,-1.1048780487804877,-0.3528125,,,9,237.4,776.77,8,163.8,312.87,0,2,11,1,4,902,19
37,13.0,00:53:31,80285.0,19,18,1,lob,0.0,0,1,1.0,3,-1.028048780487805,1.5436458333333334,,,8,111.2,357.32,8,190.6,678.02,0,2,11,1,4,902,19
37,14.0,00:53:32,80320.0,19,18,4,drop,0.0,0,3,2.0,5,-1.2341463414634146,-0.5378645833333332,,,9,104.1,766.75,8,142.0,265.52,0,2,11,1,4,902,19
37,15.0,00:53:33,80344.0,19,18,1,lob,0.0,0,5,1.0,3,-1.0341463414634149,1.5436458333333334,,,5,99.7,335.38,8,130.7,711.27,0,2,11,1,4,902,19
37,16.0,00:53:35,80376.0,19,18,4,drop,0.0,0,3,2.0,5,-1.126829268292683,-0.5602083333333333,,,3,97.9,772.33,8,141.8,287.18,0,2,11,1,4,902,19
37,17.0,00:53:36,80400.0,19,18,1,net shot,0.0,0,5,2.0,1,-1.079268292682927,0.2248958333333333,,,8,107.4,330.92,8,117.8,679.3,0,2,11,1,4,902,19
37,18.0,00:53:37,80426.0,19,18,4,net shot,0.0,1,1,2.0,1,-1.1341463414634143,-0.1867187500000001,,,7,112.2,547.25,8,124.5,346.46,0,2,11,1,4,902,19
37,19.0,00:53:37,80449.0,19,18,1,net shot,0.0,0,1,2.0,7,0.921951219512195,0.0211458333333333,not pass over the net,4.0,1,97.2,413.41,7,133.5,558.62,0,2,11,1,4,902,19
38,1.0,00:54:06,81168.0,20,18,4,short service,0.0,1,7,2.0,7,-0.4585365853658535,-0.4059375,,,8,191.8,638.47,8,134.5,296.6,1,2,11,1,4,903,7
38,2.0,00:54:07,81184.0,20,18,1,push/rush,0.0,0,7,2.0,8,0.171951219512195,0.9150520833333337,,,7,142.5,389.07,8,181.4,619.84,1,2,11,1,4,903,7
38,3.0,00:54:07,81192.0,20,18,4,drive,0.0,0,8,1.0,5,-0.9609756097560976,-0.7676041666666666,,,8,189.7,635.64,7,146.1,378.66,1,2,11,1,4,903,7
38,4.0,00:54:08,81202.0,20,18,1,drive,0.0,0,5,2.0,8,-0.6878048780487805,0.7730208333333332,,,8,136.5,353.02,8,191.2,645.48,1,2,11,1,4,903,7
38,5.0,00:54:08,81215.0,20,18,4,net shot,0.0,1,8,2.0,1,-1.373170731707317,-0.4716145833333334,,,8,142.3,616.9,8,138.0,330.96,1,2,11,1,4,903,7
38,6.0,00:54:09,81236.0,20,18,1,net shot,0.0,0,1,2.0,1,-1.232926829268293,0.2428645833333333,,,5,87.6,355.13,8,156.0,637.04,1,2,11,1,4,903,7
38,7.0,00:54:10,81255.0,20,18,4,net shot,0.0,1,1,2.0,1,-1.232926829268293,0.1147395833333331,not pass over the net,1.0,7,110.0,560.21,8,128.5,326.46,1,2,11,1,4,903,7
39,1.0,00:54:37,81943.0,21,18,1,short service,0.0,1,7,2.0,7,0.4439024390243903,0.52734375,,,8,162.5,321.99,8,209.9,648.27,1,2,11,1,4,904,7
39,2.0,00:54:38,81953.0,21,18,4,net shot,0.0,1,7,2.0,1,-1.0646341463414637,-0.4495833333333333,,,7,211.2,593.08,8,167.2,333.24,1,2,11,1,4,904,7
39,3.0,00:54:38,81973.0,21,18,1,net shot,0.0,0,1,2.0,1,-1.1646341463414631,0.3921874999999997,,,7,125.8,386.98,8,171.3,624.19,1,2,11,1,4,904,7
39,4.0,00:54:39,81993.0,21,18,4,lob,0.0,1,1,2.0,3,-0.9682926829268294,-1.4358333333333333,,,7,116.7,572.92,8,132.6,330.96,1,2,11,1,4,904,7
39,5.0,00:54:40,82016.0,21,18,1,drop,0.0,0,3,2.0,7,-0.7536585365853659,0.5352083333333333,,,8,122.2,207.28,8,161.1,624.18,1,2,11,1,4,904,7
39,6.0,00:54:41,82039.0,21,18,4,net shot,0.0,1,7,1.0,7,-0.3756097560975611,-0.1160416666666665,,,8,133.4,608.06,8,147.9,240.75,1,2,11,1,4,904,7
39,7.0,00:54:42,82060.0,21,18,1,push/rush,0.0,0,7,2.0,8,0.6402439024390244,1.02265625,opponent's ball landed,1.0,7,148.4,440.9,8,146.7,599.09,1,2,11,1,4,904,7
1,1.0,00:56:48,85209.0,0,1,1,short service,0.0,1,7,2.0,7,-0.2329268292682926,-0.4058333333333334,,,8,184.1,621.3,8,134.5,267.95,0,3,11,1,4,905,25
1,2.0,00:56:49,85229.0,0,1,4,net shot,0.0,1,7,2.0,1,-0.873170731707317,0.1611979166666666,,,8,130.1,359.5,8,179.2,632.8,0,3,11,1,4,905,25
1,3.0,00:56:49,85249.0,0,1,1,lob,0.0,1,1,1.0,9,0.5560975609756097,-1.4626562500000002,,,7,111.0,545.61,8,144.1,342.08,0,3,11,1,4,905,25
1,4.0,00:56:51,85280.0,0,1,4,drop,0.0,0,9,2.0,2,1.135365853658537,0.6568229166666667,,,8,200.6,207.41,8,203.1,651.04,0,3,11,1,4,905,25
1,5.0,00:56:51,85298.0,0,1,1,net shot,0.0,0,2,2.0,7,-0.6536585365853658,-0.2170833333333333,,,6,252.7,641.32,8,201.9,212.65,0,3,11,1,4,905,25
1,6.0,00:56:52,85323.0,0,1,4,net shot,0.0,0,7,2.0,7,-0.6170731707317072,0.1335937499999998,,,7,130.9,407.43,8,198.8,611.05,0,3,11,1,4,905,25
1,7.0,00:56:53,85341.0,0,1,1,push/rush,0.0,1,7,1.0,9,0.7621951219512195,-1.4765625,,,7,153.6,506.76,7,140.1,395.24,0,3,11,1,4,905,25
1,8.0,00:56:54,85369.0,0,1,4,clear,0.0,1,9,1.0,8,-0.5487804878048781,1.3802083333333333,,,9,214.0,188.84,8,190.5,624.2,0,3,11,1,4,905,25
1,9.0,00:56:55,85394.0,0,1,1,smash,0.0,0,8,2.0,5,-0.875609756097561,-0.9741145833333332,,,8,172.3,683.26,8,162.7,253.26,0,3,11,1,4,905,25
1,10.0,00:56:56,85404.0,0,1,4,defensive shot,0.0,0,5,2.0,1,-1.098780487804878,0.3227604166666668,,,8,137.2,267.95,8,142.5,725.99,0,3,11,1,4,905,25
1,11.0,00:56:57,85426.0,0,1,1,net shot,0.0,1,1,2.0,8,-0.1585365853658536,-0.5934895833333332,,,8,112.5,611.0,8,125.4,243.22,0,3,11,1,4,905,25
1,12.0,00:56:57,85444.0,0,1,4,lob,0.0,1,8,1.0,9,-0.8573170731707317,1.6812499999999997,,,8,143.3,333.21,8,164.4,638.46,0,3,11,1,4,905,25
1,13.0,00:56:59,85476.0,0,1,1,drop,0.0,1,9,2.0,7,-0.6158536585365854,-0.4276041666666668,,,9,124.7,785.49,8,148.2,258.18,0,3,11,1,4,905,25
1,14.0,00:56:59,85494.0,0,1,4,net shot,0.0,0,7,2.0,1,-0.8817073170731707,0.2068750000000001,,,8,139.6,344.28,8,151.4,703.77,0,3,11,1,4,905,25
1,15.0,00:57:00,85517.0,0,1,1,net shot,0.0,1,1,1.0,1,-1.1926829268292682,-0.03765625,,,7,111.6,547.25,8,141.3,333.2,0,3,11,1,4,905,25
1,16.0,00:57:01,85531.0,0,1,4,push/rush,0.0,0,1,2.0,8,-0.0073170731707316,0.85609375,,,7,131.6,389.05,7,119.6,561.82,0,3,11,1,4,905,25
1,17.0,00:57:01,85542.0,0,1,1,defensive shot,0.0,0,8,1.0,9,0.0414634146341464,-1.4490625,,,8,143.4,639.86,1,90.8,474.57,0,3,11,1,4,905,25
1,18.0,00:57:02,85569.0,0,1,4,clear,0.0,1,9,1.0,8,-0.1621951219512196,1.4540624999999998,,,8,173.2,275.27,8,174.3,689.75,0,3,11,1,4,905,25
1,19.0,00:57:04,85614.0,0,1,1,drop,0.0,0,8,2.0,7,-0.6731707317073171,-0.4603124999999999,,,8,157.3,740.32,8,141.4,233.15,0,3,11,1,4,905,25
1,20.0,00:57:05,85637.0,0,1,4,net shot,0.0,0,7,2.0,7,-0.7341463414634146,0.1886979166666667,,,8,127.2,326.46,8,164.8,699.98,0,3,11,1,4,905,25
1,21.0,00:57:06,85660.0,0,1,1,net shot,0.0,1,7,2.0,1,-0.9073170731707316,-0.12625,,,7,117.0,540.68,8,148.0,337.66,0,3,11,1,4,905,25
1,22.0,00:57:07,85682.0,0,1,4,lob,0.0,0,1,1.0,9,-0.5158536585365855,1.6868229166666666,,,7,120.2,374.42,7,135.6,569.78,0,3,11,1,4,905,25
1,23.0,00:57:09,85735.0,0,1,1,drop,0.0,0,9,2.0,7,-0.776829268292683,-0.3104166666666668,,,9,116.7,791.94,8,156.8,291.93,0,3,11,1,4,905,25
1,24.0,00:57:10,85760.0,0,1,4,net shot,0.0,0,7,2.0,7,-0.801219512195122,0.1611979166666666,,,7,123.0,380.72,8,144.9,681.94,0,3,11,1,4,905,25
1,25.0,00:57:11,85784.0,0,1,1,net shot,0.0,1,7,2.0,1,-0.975609756097561,0.0961458333333332,touched the net,4.0,7,122.1,523.93,7,129.0,386.98,0,3,11,1,4,905,25
16,1.0,01:08:04,102107.0,12,4,1,short service,0.0,1,7,2.0,7,0.0012195121951218,0.5844270833333335,,,8,176.5,324.27,8,119.9,679.31,1,3,11,1,4,920,7
16,2.0,01:08:05,102125.0,12,4,4,lob,0.0,0,7,1.0,5,-1.0573170731707318,-1.3667187499999998,,,8,136.1,608.06,8,167.1,301.32,1,3,11,1,4,920,7
16,3.0,01:08:05,102147.0,12,4,1,smash,0.0,0,5,2.0,5,-1.154878048780488,1.1125,,,8,112.8,243.2,8,165.1,657.89,1,3,11,1,4,920,7
16,4.0,01:08:06,102158.0,12,4,4,defensive shot,0.0,1,5,2.0,8,-0.5439024390243902,-0.6392187500000001,,,8,198.3,676.7,5,50.5,209.77,1,3,11,1,4,920,7
16,5.0,01:08:07,102184.0,12,4,1,net shot,0.0,1,8,2.0,1,-1.0134146341463417,0.1885937499999999,,,8,116.1,348.63,8,156.8,659.25,1,3,11,1,4,920,7
16,6.0,01:08:08,102204.0,12,4,4,net shot,0.0,1,1,2.0,1,-0.8719512195121951,-0.1361979166666665,,,7,115.8,565.01,8,141.5,342.08,1,3,11,1,4,920,7
16,7.0,01:08:09,102227.0,12,4,1,lob,0.0,0,1,2.0,3,-1.4792682926829268,1.6190104166666668,對手落地判斷失誤,1.0,7,119.7,376.52,7,141.8,550.54,1,3,11,1,4,920,7
1,1.0,00:03:54,7038.0,1,0,6,short service,0.0,1,7,2.0,7,-0.3853658536585365,-0.3053645833333333,,,8,182.7,629.18,8,138.6,315.65,1,1,12,5,6,940,6
1,2.0,00:03:55,7059.0,1,0,5,net shot,0.0,0,7,2.0,7,0.6621951219512197,0.2475520833333332,,,7,141.9,395.41,8,174.7,633.62,1,1,12,5,6,940,6
1,3.0,00:03:56,7083.0,1,0,6,lob,0.0,0,7,1.0,3,-1.001219512195122,-1.4217708333333334,,,7,227.2,568.73,8,189.0,320.58,1,1,12,5,6,940,6
1,4.0,00:03:57,7123.0,1,0,5,clear,0.0,0,3,1.0,3,-1.2707317073170732,1.625729166666667,,,3,102.4,175.35,8,173.5,632.21,1,1,12,5,6,940,6
1,5.0,00:03:58,7155.0,1,0,6,clear,0.0,0,3,1.0,3,-1.173170731707317,-1.45578125,,,8,115.3,729.13,8,135.2,235.54,1,1,12,5,6,940,6
1,6.0,00:04:00,7199.0,1,0,5,smash,0.0,0,3,2.0,6,1.369512195121951,1.0903125000000002,opponent's ball landed,5.0,3,88.1,194.14,8,157.2,689.29,1,1,12,5,6,940,6
2,1.0,00:04:12,7562.0,2,0,5,short service,0.0,1,7,2.0,8,-0.4060975609756099,0.7498958333333334,,,8,183.9,332.73,8,124.3,651.49,1,1,12,5,6,941,6
2,2.0,00:04:13,7584.0,2,0,6,push/rush,0.0,1,8,1.0,4,1.3073170731707315,-1.5303125,,,8,159.6,613.6,8,169.6,308.84,1,1,12,5,6,941,6
2,3.0,00:04:14,7620.0,2,0,5,drop,0.0,1,4,2.0,2,1.017073170731707,0.5907812499999997,,,4,259.1,185.33,8,193.8,641.84,1,1,12,5,6,941,6
2,4.0,00:04:14,7642.0,2,0,6,net shot,0.0,0,2,2.0,2,1.330487804878049,-0.4377083333333334,,,8,240.8,603.3,8,212.2,231.5,1,1,12,5,6,941,6
2,5.0,00:04:15,7669.0,2,0,5,net shot,0.0,1,2,2.0,7,0.2621951219512195,0.2337499999999999,,,2,264.3,366.21,8,208.9,612.73,1,1,12,5,6,941,6
2,6.0,00:04:16,7697.0,2,0,6,push/rush,0.0,0,7,2.0,7,0.3707317073170732,0.0757291666666667,touched the net,5.0,7,188.7,549.14,8,245.7,298.89,1,1,12,5,6,941,6
3,1.0,00:04:27,8019.0,3,0,5,short service,0.0,1,7,2.0,7,0.4243902439024392,0.6033333333333335,,,8,166.1,298.66,8,217.9,647.08,1,1,12,5,6,942,7
3,2.0,00:04:28,8039.0,3,0,6,net shot,0.0,0,7,2.0,7,-0.8146341463414634,-0.38859375,,,8,206.8,609.82,8,175.7,304.61,1,1,12,5,6,942,7
3,3.0,00:04:29,8065.0,3,0,5,net shot,0.0,0,7,2.0,1,-1.3878048780487804,0.3322395833333331,,,7,128.0,371.1,8,177.4,619.13,1,1,12,5,6,942,7
3,4.0,00:04:30,8095.0,3,0,6,lob,0.0,1,1,1.0,3,-1.2207317073170731,-1.4913020833333337,,,1,89.6,551.0,8,150.6,307.23,1,1,12,5,6,942,7
3,5.0,00:04:31,8135.0,3,0,5,drop,0.0,0,3,2.0,1,-1.2951219512195122,0.5929687500000002,,,3,95.3,170.86,8,159.2,652.3,1,1,12,5,6,942,7
3,6.0,00:04:32,8158.0,3,0,6,net shot,0.0,1,1,2.0,1,-1.2134146341463414,-0.3460937499999999,,,5,99.4,614.67,8,124.8,206.86,1,1,12,5,6,942,7
3,7.0,00:04:33,8187.0,3,0,5,lob,0.0,0,1,2.0,4,1.329268292682927,1.7560416666666665,opponent's ball landed,5.0,1,75.7,406.11,8,135.5,647.09,1,1,12,5,6,942,7
4,1.0,00:04:46,8573.0,4,0,5,short service,0.0,1,7,2.0,7,-0.2085365853658536,0.6240625000000003,,,8,188.0,318.58,8,128.1,654.23,1,1,12,5,6,943,16
4,2.0,00:04:46,8593.0,4,0,6,net shot,0.0,0,7,2.0,7,-0.8365853658536585,-0.3786458333333333,,,8,149.8,613.78,8,168.1,306.83,1,1,12,5,6,943,16
4,3.0,00:04:47,8616.0,4,0,5,net shot,0.0,0,7,2.0,2,1.1231707317073174,0.3620833333333332,,,8,108.7,356.07,8,152.8,616.65,1,1,12,5,6,943,16
4,4.0,00:04:48,8645.0,4,0,6,lob,0.0,0,2,1.0,4,1.1658536585365855,-1.4446354166666666,,,7,236.5,554.54,8,189.0,322.59,1,1,12,5,6,943,16
4,5.0,00:04:49,8682.0,4,0,5,drop,0.0,0,4,2.0,6,1.2695121951219517,0.7525000000000001,,,9,238.2,204.09,8,210.6,638.71,1,1,12,5,6,943,16
4,6.0,00:04:50,8702.0,4,0,6,net shot,0.0,0,6,2.0,1,-0.8682926829268293,-0.4175000000000001,,,8,245.8,638.1,8,243.0,215.21,1,1,12,5,6,943,16
4,7.0,00:04:51,8733.0,4,0,5,net shot,0.0,0,1,2.0,2,1.0353658536585364,0.3292708333333334,,,8,134.3,365.19,8,187.5,646.19,1,1,12,5,6,943,16
4,8.0,00:04:52,8760.0,4,0,6,net shot,0.0,0,2,2.0,2,1.374390243902439,-0.2258854166666667,,,7,232.9,557.74,8,157.6,292.65,1,1,12,5,6,943,16
4,9.0,00:04:53,8791.0,4,0,5,lob,0.0,1,2,1.0,9,0.6182926829268292,1.6446354166666666,,,2,260.0,409.6,7,220.6,570.4,1,1,12,5,6,943,16
4,10.0,00:04:55,8853.0,4,0,6,drop,0.0,0,9,2.0,5,-1.275609756097561,-0.5430729166666666,,,9,214.3,781.75,8,181.0,275.36,1,1,12,5,6,943,16
4,11.0,00:04:56,8878.0,4,0,5,lob,0.0,0,5,1.0,3,-1.4378048780487809,1.5388020833333336,,,5,95.4,336.69,8,186.7,715.15,1,1,12,5,6,943,16
4,12.0,00:04:57,8913.0,4,0,6,smash,0.0,0,3,2.0,5,-1.353658536585366,-0.9293229166666668,,,5,94.9,742.08,8,119.0,285.2,1,1,12,5,6,943,16
4,13.0,00:04:57,8927.0,4,0,5,defensive shot,0.0,0,5,2.0,8,0.5573170731707315,1.0176041666666666,,,8,109.4,262.16,5,84.4,734.7,1,1,12,5,6,943,16
4,14.0,00:04:58,8946.0,4,0,6,lob,0.0,0,8,1.0,8,0.7378048780487805,-1.0711979166666667,,,8,177.4,692.96,5,103.7,260.15,1,1,12,5,6,943,16
4,15.0,00:04:59,8964.0,4,0,5,clear,0.0,1,8,1.0,4,1.3353658536585369,1.608958333333333,,,8,197.1,257.95,8,200.8,665.48,1,1,12,5,6,943,16
4,16.0,00:05:00,8996.0,4,0,6,clear,0.0,0,4,2.0,10,1.7121951219512193,-1.57109375,out,5.0,6,253.0,749.59,8,205.6,289.46,1,1,12,5,6,943,16
6,1.0,00:05:38,10133.0,5,1,6,short service,0.0,1,7,2.0,7,0.6451219512195122,-0.4117708333333333,,,8,160.0,629.57,8,231.4,317.6,1,1,12,5,6,945,11
6,2.0,00:05:38,10154.0,5,1,5,net shot,0.0,1,7,2.0,1,-1.0853658536585369,0.3633333333333333,,,8,218.6,363.35,8,183.5,633.47,1,1,12,5,6,945,11
6,3.0,00:05:39,10182.0,5,1,6,net shot,0.0,1,1,2.0,1,-1.1487804878048782,-0.1659375,,,7,110.3,566.25,8,171.1,316.94,1,1,12,5,6,945,11
6,4.0,00:05:40,10210.0,5,1,5,push/rush,0.0,0,1,1.0,4,1.017073170731707,1.7217187500000002,,,1,97.1,416.69,7,126.3,559.73,1,1,12,5,6,945,11
6,5.0,00:05:42,10261.0,5,1,6,clear,0.0,0,4,1.0,5,-1.0719512195121952,-1.3266666666666669,,,9,213.4,806.34,8,189.7,306.34,1,1,12,5,6,945,11
6,6.0,00:05:43,10300.0,5,1,5,smash,0.0,0,5,2.0,5,-1.0378048780487803,1.1075,,,3,91.3,196.34,8,172.1,701.0,1,1,12,5,6,945,11
6,7.0,00:05:44,10313.0,5,1,6,defensive shot,0.0,1,5,2.0,8,0.1182926829268291,-0.6478125,,,8,119.4,687.24,5,91.5,216.66,1,1,12,5,6,945,11
6,8.0,00:05:45,10340.0,5,1,5,net shot,0.0,1,8,2.0,7,0.1768292682926829,0.5894270833333332,,,8,163.1,335.18,8,173.5,674.16,1,1,12,5,6,945,11
6,9.0,00:05:45,10365.0,5,1,6,net shot,0.0,0,7,2.0,7,0.0914634146341463,-0.3385937499999999,,,8,169.0,606.07,8,169.1,308.85,1,1,12,5,6,945,11
6,10.0,00:05:46,10391.0,5,1,5,push/rush,0.0,1,7,1.0,9,-0.8390243902439024,1.6601041666666667,,,7,162.5,377.99,8,180.9,604.38,1,1,12,5,6,945,11
6,11.0,00:05:47,10427.0,5,1,6,drop,0.0,1,9,2.0,7,0.2963414634146343,0.1117187499999999,touched the net,5.0,9,121.0,781.96,8,150.0,296.96,1,1,12,5,6,945,11
7,1.0,00:06:00,10802.0,5,2,5,short service,0.0,1,7,2.0,7,-0.4670731707317074,0.6023437499999998,,,8,188.8,330.62,8,125.9,645.84,0,1,12,5,6,946,13
7,2.0,00:06:01,10822.0,5,2,6,lob,0.0,0,7,1.0,3,-1.10609756097561,-1.5045833333333334,,,7,133.4,594.79,8,165.1,298.68,0,1,12,5,6,946,13
7,3.0,00:06:02,10859.0,5,2,5,clear,0.0,0,3,1.0,3,-0.9146341463414634,1.6358854166666668,,,3,92.1,168.61,8,173.2,664.57,0,1,12,5,6,946,13
7,4.0,00:06:03,10891.0,5,2,6,drop,0.0,0,3,2.0,8,-0.1280487804878048,-0.6970833333333332,,,8,118.4,709.75,8,132.6,272.26,0,1,12,5,6,946,13
7,5.0,00:06:03,10909.0,5,2,5,defensive shot,0.0,1,8,2.0,2,1.0085365853658534,0.4864583333333332,,,8,149.1,305.22,8,115.9,735.46,0,1,12,5,6,946,13
7,6.0,00:06:05,10941.0,5,2,6,lob,0.0,0,2,1.0,9,-0.6695121951219513,-1.5092187499999998,,,7,230.9,583.97,8,202.0,295.77,0,1,12,5,6,946,13
7,7.0,00:06:06,10983.0,5,2,5,clear,0.0,0,9,1.0,3,-0.95,1.6608333333333334,,,9,136.8,190.65,8,183.8,643.43,0,1,12,5,6,946,13
7,8.0,00:06:07,11021.0,5,2,6,smash,0.0,0,3,2.0,5,-1.2000000000000002,-0.9308854166666668,,,9,117.7,773.64,8,151.9,261.16,0,1,12,5,6,946,13
7,9.0,00:06:08,11038.0,5,2,5,defensive shot,0.0,0,5,2.0,1,-0.9439024390243904,0.6297916666666664,,,8,115.9,278.98,9,120.1,762.7,0,1,12,5,6,946,13
7,10.0,00:06:09,11062.0,5,2,6,net shot,0.0,1,1,2.0,2,1.1341463414634143,-0.4655729166666666,,,8,116.5,605.53,8,128.5,274.47,0,1,12,5,6,946,13
7,11.0,00:06:10,11090.0,5,2,5,lob,0.0,1,2,1.0,9,-0.8597560975609756,1.684791666666667,,,8,241.3,357.04,8,173.0,632.22,0,1,12,5,6,946,13
7,12.0,00:06:11,11125.0,5,2,6,smash,0.0,0,9,2.0,6,1.2060975609756095,-1.0094270833333334,,,8,131.0,745.27,8,167.2,284.09,0,1,12,5,6,946,13
7,13.0,00:06:11,11143.0,5,2,5,defensive shot,0.0,1,6,2.0,10,3.2134146341463414,-0.8770312499999999,out,6.0,8,197.7,279.18,9,115.8,773.67,0,1,12,5,6,946,13
8,1.0,00:06:30,11693.0,6,2,6,short service,0.0,1,7,2.0,7,-0.3707317073170732,-0.4516666666666668,,,8,183.0,640.61,8,136.6,311.63,1,1,12,5,6,947,8
8,2.0,00:06:30,11716.0,6,2,5,push/rush,0.0,1,7,1.0,4,1.2060975609756095,1.6222395833333334,,,8,125.0,363.47,8,171.9,619.23,1,1,12,5,6,947,8
8,3.0,00:06:32,11749.0,6,2,6,drive,0.0,0,4,1.0,6,1.1060975609756096,-1.0084375,,,9,248.5,766.82,8,172.3,275.56,1,1,12,5,6,947,8
8,4.0,00:06:32,11766.0,6,2,5,defensive shot,0.0,1,6,2.0,1,-1.0670731707317074,0.5513020833333334,,,8,228.8,307.49,8,229.2,722.21,1,1,12,5,6,947,8
