rally,ball_round,time,frame_num,roundscore_A,roundscore_B,player,server,type,aroundhead,backhand,hit_height,hit_area,hit_x,hit_y,landing_height,landing_area,landing_x,landing_y,lose_reason,win_reason,getpoint_player,flaw,player_location_area,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,db,match_id,set_id,rally_id,roundscore_diff,continuous_score,is_target_win,is_target_turn,player_id,time_proportion
24,3.0,2821,70545.0,10,14,A,2,11,0.0,0.0,2.0,1.0,834.0,499.0,0.0,2.0,802.0,465.0,0,0,0,0.0,7.0,775.0,510.0,8.0,662.0,408.0,0,11,2,11_2_24,4,0,1.0,0.0,0,0.3333333333333333
24,4.0,2822,70567.0,10,14,B,2,11,0.0,1.0,2.0,2.0,802.0,465.0,0.0,1.0,819.0,487.0,0,0,0,0.0,7.0,765.0,447.0,7.0,733.0,526.0,0,11,2,11_2_24,4,0,1.0,1.0,1,0.6666666666666666
24,5.0,2823,70590.0,10,14,A,3,8,0.0,0.0,2.0,1.0,819.0,487.0,2.0,7.0,755.0,483.0,掛網,對手掛網,B,0.0,1.0,795.0,491.0,7.0,751.0,438.0,0,11,2,11_2_24,4,1,1.0,0.0,0,1.0
25,1.0,2838,70965.0,11,14,B,1,13,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,798.0,519.0,0,0,0,0.0,8.0,626.0,411.0,8.0,725.0,570.0,0,11,2,11_2_25,3,1,0.0,1.0,1,0.0
25,2.0,2840,71001.0,11,14,A,2,11,0.0,0.0,2.0,1.0,798.0,519.0,0.0,2.0,816.0,462.0,0,0,0,0.0,8.0,748.0,531.0,8.0,648.0,405.0,0,11,2,11_2_25,3,1,0.0,0.0,0,0.3333333333333333
25,3.0,2840,71023.0,11,14,B,2,11,0.0,1.0,2.0,2.0,816.0,462.0,0.0,1.0,835.0,486.0,0,0,0,0.0,2.0,784.0,440.0,8.0,724.0,541.0,0,11,2,11_2_25,3,1,0.0,1.0,1,0.3333333333333333
25,4.0,2841,71046.0,11,14,A,2,3,0.0,0.0,2.0,1.0,835.0,486.0,0.0,4.0,807.0,369.0,0,0,0,0.0,1.0,797.0,504.0,8.0,709.0,421.0,0,11,2,11_2_25,3,1,0.0,0.0,0,0.5
25,5.0,2843,71097.0,11,14,B,2,10,1.0,0.0,1.0,4.0,807.0,369.0,0.0,5.0,836.0,571.0,0,0,0,0.0,4.0,767.0,371.0,8.0,729.0,566.0,0,11,2,11_2_25,3,1,0.0,1.0,1,0.8333333333333334
25,6.0,2844,71111.0,11,14,A,2,18,0.0,0.0,1.0,5.0,836.0,571.0,0.0,8.0,551.0,397.0,0,0,0,0.0,8.0,755.0,577.0,8.0,738.0,381.0,0,11,2,11_2_25,3,1,0.0,0.0,0,1.0
25,7.0,2844,71123.0,11,14,B,3,18,0.0,0.0,1.0,8.0,551.0,397.0,0.0,7.0,544.0,467.0,掛網,對手掛網,A,0.0,8.0,618.0,400.0,8.0,775.0,571.0,0,11,2,11_2_25,3,0,0.0,1.0,1,1.0
28,1.0,2963,74094.0,12,16,B,1,13,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,822.0,513.0,0,0,0,0.0,8.0,626.0,413.0,8.0,726.0,569.0,0,11,2,11_2_28,4,2,0.0,1.0,1,0.0
28,2.0,2964,74111.0,12,16,A,2,7,0.0,0.0,2.0,1.0,822.0,513.0,0.0,1.0,501.0,449.0,0,0,0,0.0,8.0,774.0,532.0,8.0,637.0,408.0,0,11,2,11_2_28,4,2,0.0,0.0,0,0.5
28,3.0,2965,74134.0,12,16,B,3,11,0.0,0.0,2.0,1.0,501.0,449.0,2.0,1.0,460.0,466.0,掛網,對手掛網,A,0.0,7.0,572.0,441.0,8.0,660.0,537.0,0,11,2,11_2_28,4,0,0.0,1.0,1,1.0
29,1.0,2987,74677.0,13,16,A,1,13,0.0,1.0,2.0,0.0,0.0,0.0,0.0,5.0,494.0,423.0,0,0,0,0.0,8.0,659.0,551.0,8.0,584.0,397.0,0,11,2,11_2_29,3,0,0.0,0.0,0,0.0
29,2.0,2987,74699.0,13,16,B,2,8,0.0,0.0,2.0,5.0,494.0,423.0,0.0,8.0,497.0,617.0,0,0,0,0.0,8.0,554.0,421.0,8.0,661.0,548.0,0,11,2,11_2_29,3,0,0.0,1.0,1,0.0
29,3.0,2988,74722.0,13,16,A,2,2,1.0,0.0,1.0,8.0,497.0,617.0,0.0,5.0,469.0,424.0,0,0,0,0.0,8.0,546.0,583.0,8.0,589.0,399.0,0,11,2,11_2_29,3,0,0.0,0.0,0,0.1666666666666666
29,4.0,2989,74743.0,13,16,B,2,11,0.0,0.0,2.0,5.0,469.0,424.0,0.0,2.0,446.0,492.0,0,0,0,0.0,5.0,497.0,421.0,8.0,539.0,588.0,0,11,2,11_2_29,3,0,0.0,1.0,1,0.3333333333333333
29,5.0,2990,74766.0,13,16,A,2,3,0.0,1.0,2.0,2.0,446.0,492.0,0.0,4.0,774.0,364.0,0,0,0,0.0,7.0,512.0,503.0,8.0,554.0,412.0,0,11,2,11_2_29,3,0,0.0,0.0,0,0.5
29,6.0,2992,74804.0,13,16,B,2,15,0.0,1.0,1.0,4.0,774.0,364.0,0.0,5.0,832.0,541.0,0,0,0,0.0,9.0,737.0,369.0,8.0,692.0,543.0,0,11,2,11_2_29,3,0,0.0,1.0,1,0.8333333333333334
29,7.0,2992,74818.0,13,16,A,2,11,0.0,0.0,2.0,5.0,832.0,541.0,0.0,2.0,815.0,450.0,0,0,0,0.0,8.0,781.0,544.0,8.0,693.0,377.0,0,11,2,11_2_29,3,0,0.0,0.0,0,0.8333333333333334
29,8.0,2993,74842.0,13,16,B,3,11,0.0,1.0,2.0,2.0,815.0,450.0,0.0,2.0,841.0,469.0,未過網,對手未過網,A,0.0,2.0,773.0,435.0,8.0,719.0,543.0,0,11,2,11_2_29,3,0,0.0,1.0,1,1.0
30,1.0,3018,75474.0,13,17,A,1,1,0.0,1.0,2.0,0.0,0.0,0.0,0.0,8.0,742.0,374.0,0,0,0,0.0,8.0,632.0,546.0,8.0,735.0,397.0,0,11,2,11_2_30,4,0,1.0,0.0,0,0.0
30,2.0,3020,75500.0,13,17,B,2,4,1.0,0.0,1.0,8.0,742.0,374.0,0.0,3.0,839.0,652.0,0,0,0,0.0,8.0,708.0,399.0,8.0,675.0,562.0,0,11,2,11_2_30,4,0,1.0,1.0,1,0.1428571428571428
30,3.0,3021,75542.0,13,17,A,2,2,0.0,0.0,1.0,3.0,839.0,652.0,0.0,2.0,812.0,434.0,0,0,0,0.0,9.0,792.0,651.0,8.0,652.0,393.0,0,11,2,11_2_30,4,0,1.0,0.0,0,0.2142857142857142
30,4.0,3022,75563.0,13,17,B,2,8,0.0,1.0,2.0,2.0,812.0,434.0,0.0,5.0,837.0,620.0,0,0,0,0.0,6.0,771.0,413.0,8.0,746.0,595.0,0,11,2,11_2_30,4,0,1.0,1.0,1,0.2857142857142857
30,5.0,3023,75586.0,13,17,A,2,2,0.0,0.0,1.0,5.0,837.0,620.0,0.0,8.0,523.0,411.0,0,0,0,0.0,8.0,769.0,603.0,8.0,686.0,395.0,0,11,2,11_2_30,4,0,1.0,0.0,0,0.3571428571428571
30,6.0,3024,75602.0,13,17,B,2,11,0.0,0.0,2.0,8.0,523.0,411.0,0.0,2.0,442.0,515.0,0,0,0,0.0,8.0,549.0,404.0,8.0,813.0,619.0,0,11,2,11_2_30,4,0,1.0,1.0,1,0.4285714285714285
30,7.0,3025,75626.0,13,17,A,2,11,0.0,1.0,2.0,2.0,442.0,515.0,0.0,7.0,611.0,447.0,0,0,0,0.0,8.0,501.0,536.0,8.0,574.0,406.0,0,11,2,11_2_30,4,0,1.0,0.0,0,0.5
30,8.0,3026,75650.0,13,17,B,2,8,0.0,1.0,2.0,7.0,611.0,447.0,0.0,8.0,808.0,626.0,0,0,0,0.0,8.0,590.0,421.0,8.0,577.0,537.0,0,11,2,11_2_30,4,0,1.0,1.0,1,0.5714285714285714
30,9.0,3027,75677.0,13,17,A,2,15,0.0,0.0,1.0,8.0,808.0,626.0,1.0,2.0,819.0,430.0,0,0,0,0.0,8.0,750.0,621.0,8.0,620.0,402.0,0,11,2,11_2_30,4,0,1.0,0.0,0,0.6428571428571429
30,10.0,3027,75699.0,13,17,B,2,7,0.0,1.0,2.0,2.0,819.0,430.0,0.0,7.0,631.0,494.0,0,0,0,0.0,6.0,782.0,418.0,8.0,705.0,583.0,0,11,2,11_2_30,4,0,1.0,1.0,1,0.6428571428571429
30,11.0,3028,75724.0,13,17,A,2,3,0.0,0.0,2.0,7.0,631.0,494.0,0.0,3.0,497.0,367.0,0,0,0,0.0,7.0,618.0,511.0,8.0,646.0,425.0,0,11,2,11_2_30,4,0,1.0,0.0,0,0.7142857142857143
30,12.0,3030,75760.0,13,17,B,2,4,0.0,0.0,1.0,3.0,497.0,367.0,0.0,6.0,466.0,613.0,0,0,0,0.0,9.0,540.0,372.0,8.0,598.0,541.0,0,11,2,11_2_30,4,0,1.0,1.0,1,0.8571428571428571
30,13.0,3031,75785.0,13,17,A,2,10,1.0,0.0,1.0,6.0,466.0,613.0,0.0,5.0,470.0,400.0,0,0,0,0.0,8.0,520.0,611.0,8.0,580.0,388.0,0,11,2,11_2_30,4,0,1.0,0.0,0,0.9285714285714286
30,14.0,3031,75796.0,13,17,B,2,6,0.0,0.0,2.0,5.0,470.0,400.0,0.0,2.0,480.0,498.0,0,0,0,0.0,8.0,564.0,393.0,8.0,508.0,612.0,0,11,2,11_2_30,4,0,1.0,1.0,1,0.9285714285714286
30,15.0,3032,75820.0,13,17,A,3,7,0.0,1.0,2.0,2.0,480.0,498.0,2.0,10.0,878.0,437.0,出界,對手出界,B,0.0,7.0,513.0,520.0,8.0,558.0,394.0,0,11,2,11_2_30,4,1,1.0,0.0,0,1.0
32,1.0,3107,77692.0,15,17,A,1,13,0.0,1.0,2.0,0.0,0.0,0.0,0.0,7.0,587.0,441.0,0,0,0,0.0,8.0,654.0,547.0,8.0,583.0,399.0,0,11,2,11_2_32,2,0,0.0,0.0,0,0.0
32,2.0,3108,77712.0,15,17,B,2,11,0.0,1.0,2.0,7.0,587.0,441.0,0.0,7.0,507.0,482.0,0,0,0,0.0,8.0,607.0,419.0,8.0,669.0,548.0,0,11,2,11_2_32,2,0,0.0,1.0,1,0.3333333333333333
32,3.0,3109,77733.0,15,17,A,2,11,0.0,1.0,2.0,7.0,507.0,482.0,0.0,1.0,498.0,474.0,0,0,0,0.0,7.0,527.0,500.0,8.0,573.0,420.0,0,11,2,11_2_32,2,0,0.0,0.0,0,0.6666666666666666
32,4.0,3110,77752.0,15,17,B,3,7,0.0,0.0,2.0,1.0,498.0,474.0,0.0,10.0,971.0,475.0,出界,對手出界,A,0.0,7.0,523.0,455.0,7.0,581.0,502.0,0,11,2,11_2_32,2,0,0.0,1.0,1,1.0
33,1.0,3139,78478.0,16,17,A,1,13,0.0,1.0,2.0,0.0,0.0,0.0,0.0,7.0,713.0,429.0,0,0,0,0.0,8.0,630.0,545.0,8.0,732.0,399.0,0,11,2,11_2_33,1,0,0.0,0.0,0,0.0
33,2.0,3139,78495.0,16,17,B,2,11,0.0,1.0,2.0,7.0,713.0,429.0,0.0,7.0,590.0,515.0,0,0,0,0.0,8.0,657.0,424.0,8.0,668.0,552.0,0,11,2,11_2_33,1,0,0.0,1.0,1,0.0
33,3.0,3140,78514.0,16,17,A,2,11,0.0,1.0,2.0,7.0,590.0,515.0,0.0,7.0,656.0,451.0,0,0,0,0.0,7.0,638.0,520.0,8.0,646.0,419.0,0,11,2,11_2_33,1,0,0.0,0.0,0,0.125
33,4.0,3141,78530.0,16,17,B,2,11,0.0,0.0,2.0,7.0,656.0,451.0,0.0,7.0,719.0,485.0,0,0,0,0.0,7.0,657.0,436.0,8.0,634.0,531.0,0,11,2,11_2_33,1,0,0.0,1.0,1,0.25
33,5.0,3142,78550.0,16,17,A,2,3,0.0,0.0,2.0,7.0,719.0,485.0,0.0,9.0,679.0,365.0,0,0,0,0.0,7.0,696.0,491.0,8.0,658.0,425.0,0,11,2,11_2_33,1,0,0.0,0.0,0,0.375
33,6.0,3143,78595.0,16,17,B,2,2,0.0,0.0,1.0,9.0,679.0,365.0,0.0,8.0,610.0,530.0,0,0,0,0.0,9.0,658.0,363.0,8.0,662.0,557.0,0,11,2,11_2_33,1,0,0.0,1.0,1,0.5
33,7.0,3144,78610.0,16,17,A,2,11,0.0,1.0,2.0,8.0,610.0,530.0,0.0,7.0,675.0,450.0,0,0,0,0.0,8.0,690.0,545.0,9.0,661.0,369.0,0,11,2,11_2_33,1,0,0.0,0.0,0,0.625
33,8.0,3145,78628.0,16,17,B,2,11,0.0,0.0,2.0,7.0,675.0,450.0,0.0,7.0,749.0,484.0,0,0,0,0.0,8.0,649.0,410.0,8.0,664.0,542.0,0,11,2,11_2_33,1,0,0.0,1.0,1,0.75
33,9.0,3145,78647.0,16,17,A,2,11,0.0,0.0,2.0,7.0,749.0,484.0,2.0,7.0,686.0,468.0,0,0,0,0.0,7.0,706.0,503.0,7.0,657.0,429.0,0,11,2,11_2_33,1,0,0.0,0.0,0,0.75
33,10.0,3146,78673.0,16,17,B,2,11,0.0,1.0,2.0,7.0,686.0,468.0,1.0,7.0,672.0,485.0,0,0,0,0.0,7.0,639.0,449.0,7.0,674.0,508.0,0,11,2,11_2_33,1,0,0.0,1.0,1,0.875
33,11.0,3147,78687.0,16,17,A,3,16,0.0,0.0,1.0,7.0,672.0,485.0,2.0,8.0,703.0,379.0,對手落地致勝,落地致勝,A,0.0,7.0,679.0,487.0,7.0,642.0,440.0,0,11,2,11_2_33,1,0,0.0,0.0,0,1.0
34,1.0,3179,79495.0,17,17,A,1,13,0.0,1.0,2.0,0.0,0.0,0.0,0.0,7.0,608.0,444.0,0,0,0,0.0,8.0,659.0,539.0,8.0,579.0,396.0,0,11,2,11_2_34,0,0,0.0,0.0,0,0.0
34,2.0,3180,79513.0,17,17,B,2,11,0.0,0.0,2.0,7.0,608.0,444.0,0.0,7.0,515.0,512.0,0,0,0,0.0,7.0,629.0,428.0,8.0,651.0,542.0,0,11,2,11_2_34,0,0,0.0,1.0,1,0.2
34,3.0,3181,79536.0,17,17,A,2,11,0.0,1.0,2.0,7.0,515.0,512.0,0.0,7.0,598.0,451.0,0,0,0,0.0,8.0,564.0,538.0,8.0,613.0,416.0,0,11,2,11_2_34,0,0,0.0,0.0,0,0.4
34,4.0,3182,79552.0,17,17,B,2,8,0.0,0.0,2.0,7.0,598.0,451.0,0.0,8.0,719.0,533.0,0,0,0,0.0,7.0,602.0,429.0,8.0,601.0,534.0,0,11,2,11_2_34,0,0,0.0,1.0,1,0.6
34,5.0,3182,79560.0,17,17,A,2,18,0.0,0.0,1.0,8.0,719.0,533.0,0.0,8.0,632.0,417.0,0,0,0,0.0,8.0,641.0,531.0,7.0,612.0,437.0,0,11,2,11_2_34,0,0,0.0,0.0,0,0.6
34,6.0,3182,79568.0,17,17,B,2,18,0.0,0.0,1.0,8.0,632.0,417.0,0.0,8.0,549.0,530.0,0,0,0,0.0,8.0,621.0,419.0,8.0,703.0,536.0,0,11,2,11_2_34,0,0,0.0,1.0,1,0.6
34,7.0,3183,79583.0,17,17,A,2,18,1.0,0.0,1.0,8.0,549.0,530.0,0.0,8.0,654.0,389.0,0,0,0,0.0,8.0,673.0,537.0,8.0,629.0,390.0,0,11,2,11_2_34,0,0,0.0,0.0,0,0.8
34,8.0,3183,79591.0,17,17,B,2,17,0.0,1.0,2.0,8.0,654.0,389.0,0.0,7.0,652.0,515.0,0,0,0,0.0,8.0,619.0,389.0,8.0,639.0,544.0,0,11,2,11_2_34,0,0,0.0,1.0,1,0.8
34,9.0,3184,79617.0,17,17,A,3,5,0.0,0.0,1.0,7.0,652.0,515.0,2.0,6.0,778.0,405.0,對手落地致勝,落地致勝,A,0.0,7.0,643.0,529.0,8.0,597.0,377.0,0,11,2,11_2_34,0,0,0.0,0.0,0,1.0
35,1.0,3225,80630.0,17,18,A,1,13,0.0,1.0,2.0,0.0,0.0,0.0,2.0,7.0,744.0,454.0,0,0,0,0.0,8.0,635.0,539.0,8.0,741.0,396.0,0,11,2,11_2_35,1,0,1.0,0.0,0,0.0
35,2.0,3225,80645.0,17,18,B,2,11,0.0,0.0,2.0,7.0,744.0,454.0,2.0,2.0,823.0,465.0,0,0,0,0.0,8.0,764.0,429.0,8.0,673.0,551.0,0,11,2,11_2_35,1,0,1.0,1.0,1,0.0
35,3.0,3226,80663.0,17,18,A,2,11,0.0,0.0,2.0,2.0,823.0,465.0,0.0,2.0,824.0,447.0,0,0,0,0.0,2.0,800.0,515.0,8.0,734.0,411.0,0,11,2,11_2_35,1,0,1.0,0.0,0,0.1
35,4.0,3227,80681.0,17,18,B,2,8,0.0,1.0,2.0,2.0,824.0,447.0,0.0,9.0,495.0,641.0,0,0,0,0.0,7.0,772.0,441.0,7.0,765.0,523.0,0,11,2,11_2_35,1,0,1.0,1.0,1,0.2
35,5.0,3228,80708.0,17,18,A,2,4,1.0,0.0,1.0,9.0,495.0,641.0,0.0,4.0,780.0,367.0,0,0,0,0.0,8.0,615.0,596.0,8.0,631.0,402.0,0,11,2,11_2_35,1,0,1.0,0.0,0,0.3
35,6.0,3229,80745.0,17,18,B,2,2,1.0,0.0,1.0,4.0,780.0,367.0,0.0,6.0,449.0,548.0,0,0,0,0.0,9.0,748.0,365.0,8.0,672.0,602.0,0,11,2,11_2_35,1,0,1.0,1.0,1,0.4
35,7.0,3230,80762.0,17,18,A,2,6,0.0,1.0,2.0,6.0,449.0,548.0,0.0,1.0,477.0,445.0,0,0,0,0.0,8.0,611.0,546.0,9.0,755.0,369.0,0,11,2,11_2_35,1,0,1.0,0.0,0,0.5
35,8.0,3231,80787.0,17,18,B,2,11,0.0,0.0,2.0,1.0,477.0,445.0,0.0,2.0,440.0,497.0,0,0,0,0.0,7.0,528.0,433.0,8.0,587.0,553.0,0,11,2,11_2_35,1,0,1.0,1.0,1,0.6
35,9.0,3232,80810.0,17,18,A,2,8,0.0,1.0,2.0,2.0,440.0,497.0,0.0,9.0,743.0,372.0,0,0,0,0.0,2.0,477.0,513.0,8.0,572.0,415.0,0,11,2,11_2_35,1,0,1.0,0.0,0,0.7
35,10.0,3233,80837.0,17,18,B,2,5,1.0,0.0,1.0,9.0,743.0,372.0,0.0,8.0,613.0,575.0,0,0,0,0.0,9.0,689.0,371.0,8.0,649.0,550.0,0,11,2,11_2_35,1,0,1.0,1.0,1,0.8
35,11.0,3233,80847.0,17,18,A,2,6,0.0,1.0,2.0,8.0,613.0,575.0,0.0,7.0,759.0,451.0,0,0,0,0.0,8.0,734.0,594.0,9.0,716.0,368.0,0,11,2,11_2_35,1,0,1.0,0.0,0,0.8
35,12.0,3235,80876.0,17,18,B,2,16,0.0,1.0,1.0,7.0,759.0,451.0,0.0,8.0,656.0,573.0,0,0,0,0.0,7.0,711.0,445.0,8.0,689.0,568.0,0,11,2,11_2_35,1,0,1.0,1.0,1,1.0
35,13.0,3235,80884.0,17,18,A,3,6,0.0,1.0,2.0,8.0,656.0,573.0,0.0,7.0,655.0,527.0,未過網,對手未過網,B,0.0,8.0,695.0,567.0,7.0,715.0,442.0,0,11,2,11_2_35,1,1,1.0,0.0,0,1.0
36,1.0,3276,81924.0,18,18,B,1,13,0.0,1.0,2.0,0.0,0.0,0.0,0.0,7.0,774.0,511.0,0,0,0,0.0,8.0,623.0,414.0,8.0,720.0,570.0,0,11,2,11_2_36,0,1,0.0,1.0,1,0.0
36,2.0,3277,81945.0,18,18,A,2,11,0.0,0.0,2.0,7.0,774.0,511.0,0.0,2.0,824.0,441.0,0,0,0,0.0,7.0,729.0,517.0,8.0,620.0,407.0,0,11,2,11_2_36,0,1,0.0,0.0,0,0.1666666666666666
36,3.0,3278,81966.0,18,18,B,2,11,0.0,1.0,2.0,2.0,824.0,441.0,0.0,1.0,816.0,487.0,0,0,0,0.0,7.0,767.0,434.0,8.0,711.0,539.0,0,11,2,11_2_36,0,1,0.0,1.0,1,0.3333333333333333
36,4.0,3279,81988.0,18,18,A,2,3,0.0,0.0,2.0,1.0,816.0,487.0,0.0,3.0,515.0,366.0,0,0,0,0.0,1.0,795.0,503.0,8.0,707.0,417.0,0,11,2,11_2_36,0,1,0.0,0.0,0,0.5
36,5.0,3281,82025.0,18,18,B,2,12,0.0,0.0,1.0,3.0,515.0,366.0,0.0,6.0,483.0,554.0,0,0,0,0.0,13.0,564.0,355.0,8.0,640.0,538.0,0,11,2,11_2_36,0,1,0.0,1.0,1,0.8333333333333334
36,6.0,3281,82037.0,18,18,A,2,6,0.0,1.0,1.0,6.0,483.0,554.0,0.0,8.0,542.0,427.0,0,0,0,0.0,8.0,587.0,549.0,9.0,565.0,368.0,0,11,2,11_2_36,0,1,0.0,0.0,0,0.8333333333333334
36,7.0,3282,82052.0,18,18,B,2,7,0.0,0.0,2.0,8.0,542.0,427.0,0.0,7.0,746.0,490.0,0,0,0,0.0,8.0,576.0,410.0,8.0,501.0,545.0,0,11,2,11_2_36,0,1,0.0,1.0,1,1.0
36,8.0,3282,82070.0,18,18,A,3,16,0.0,0.0,1.0,7.0,746.0,490.0,2.0,8.0,684.0,380.0,對手落地致勝,落地致勝,A,0.0,7.0,711.0,505.0,8.0,629.0,399.0,0,11,2,11_2_36,0,0,0.0,0.0,0,1.0
37,1.0,3317,82948.0,18,19,A,1,13,0.0,1.0,2.0,0.0,0.0,0.0,0.0,7.0,581.0,452.0,0,0,0,0.0,8.0,657.0,544.0,8.0,585.0,396.0,0,11,2,11_2_37,1,0,1.0,0.0,0,0.0
37,2.0,3318,82966.0,18,19,B,2,11,0.0,1.0,2.0,7.0,581.0,452.0,0.0,2.0,460.0,487.0,0,0,0,0.0,7.0,566.0,430.0,8.0,653.0,542.0,0,11,2,11_2_37,1,0,1.0,1.0,1,0.032258064516129
37,3.0,3319,82983.0,18,19,A,2,11,0.0,1.0,2.0,2.0,460.0,487.0,0.0,1.0,477.0,458.0,0,0,0,0.0,7.0,514.0,501.0,8.0,574.0,414.0,0,11,2,11_2_37,1,0,1.0,0.0,0,0.064516129032258
37,4.0,3320,83003.0,18,19,B,2,11,0.0,0.0,2.0,1.0,477.0,458.0,0.0,2.0,478.0,483.0,0,0,0,0.0,7.0,527.0,445.0,7.0,545.0,517.0,0,11,2,11_2_37,1,0,1.0,1.0,1,0.0967741935483871
37,5.0,3320,83022.0,18,19,A,2,8,0.0,1.0,2.0,2.0,478.0,483.0,0.0,4.0,766.0,366.0,0,0,0,0.0,7.0,511.0,491.0,8.0,566.0,425.0,0,11,2,11_2_37,1,0,1.0,0.0,0,0.0967741935483871
37,6.0,3322,83051.0,18,19,B,2,5,1.0,0.0,1.0,4.0,766.0,366.0,0.0,8.0,671.0,565.0,0,0,0,0.0,8.0,695.0,387.0,8.0,665.0,563.0,0,11,2,11_2_37,1,0,1.0,1.0,1,0.1612903225806451
37,7.0,3322,83060.0,18,19,A,2,6,0.0,1.0,2.0,8.0,671.0,565.0,0.0,2.0,832.0,440.0,0,0,0,0.0,8.0,731.0,590.0,8.0,731.0,377.0,0,11,2,11_2_37,1,0,1.0,0.0,0,0.1612903225806451
37,8.0,3323,83086.0,18,19,B,2,11,0.0,1.0,2.0,2.0,832.0,440.0,0.0,1.0,807.0,486.0,0,0,0,0.0,6.0,786.0,425.0,8.0,719.0,574.0,0,11,2,11_2_37,1,0,1.0,1.0,1,0.1935483870967742
37,9.0,3324,83109.0,18,19,A,2,3,0.0,0.0,2.0,1.0,807.0,486.0,0.0,3.0,521.0,365.0,0,0,0,0.0,1.0,789.0,496.0,8.0,741.0,419.0,0,11,2,11_2_37,1,0,1.0,0.0,0,0.2258064516129032
37,10.0,3325,83144.0,18,19,B,2,5,0.0,0.0,1.0,3.0,521.0,365.0,0.0,6.0,473.0,570.0,0,0,0,0.0,9.0,554.0,368.0,8.0,661.0,551.0,0,11,2,11_2_37,1,0,1.0,1.0,1,0.2580645161290322
37,11.0,3326,83154.0,18,19,A,2,6,0.0,1.0,2.0,6.0,473.0,570.0,0.0,7.0,526.0,435.0,0,0,0,0.0,8.0,685.0,570.0,3.0,497.0,368.0,0,11,2,11_2_37,1,0,1.0,0.0,0,0.2903225806451613
37,12.0,3327,83179.0,18,19,B,2,11,0.0,0.0,2.0,7.0,526.0,435.0,0.0,7.0,614.0,487.0,0,0,0,0.0,7.0,578.0,430.0,8.0,607.0,553.0,0,11,2,11_2_37,1,0,1.0,1.0,1,0.3225806451612903
37,13.0,3328,83203.0,18,19,A,2,3,0.0,1.0,2.0,7.0,614.0,487.0,0.0,3.0,492.0,368.0,0,0,0,0.0,7.0,635.0,508.0,8.0,621.0,420.0,0,11,2,11_2_37,1,0,1.0,0.0,0,0.3548387096774194
37,14.0,3329,83242.0,18,19,B,2,15,0.0,0.0,1.0,3.0,492.0,368.0,0.0,2.0,457.0,497.0,0,0,0,0.0,9.0,546.0,362.0,8.0,601.0,543.0,0,11,2,11_2_37,1,0,1.0,1.0,1,0.3870967741935484
37,15.0,3330,83264.0,18,19,A,2,11,0.0,1.0,2.0,2.0,457.0,497.0,0.0,1.0,467.0,462.0,0,0,0,0.0,2.0,481.0,527.0,8.0,581.0,391.0,0,11,2,11_2_37,1,0,1.0,0.0,0,0.4193548387096774
37,16.0,3331,83284.0,18,19,B,2,11,0.0,0.0,2.0,1.0,467.0,462.0,0.0,2.0,493.0,487.0,0,0,0,0.0,7.0,520.0,444.0,8.0,572.0,539.0,0,11,2,11_2_37,1,0,1.0,1.0,1,0.4516129032258064
37,17.0,3332,83305.0,18,19,A,2,3,0.0,1.0,2.0,2.0,493.0,487.0,0.0,3.0,522.0,369.0,0,0,0,0.0,7.0,532.0,500.0,8.0,562.0,423.0,0,11,2,11_2_37,1,0,1.0,0.0,0,0.4838709677419355
37,18.0,3334,83354.0,18,19,B,2,5,0.0,0.0,1.0,3.0,522.0,369.0,0.0,6.0,467.0,591.0,0,0,0,0.0,3.0,519.0,372.0,8.0,666.0,575.0,0,11,2,11_2_37,1,0,1.0,1.0,1,0.5483870967741935
37,19.0,3334,83364.0,18,19,A,2,6,0.0,1.0,2.0,6.0,467.0,591.0,0.0,7.0,578.0,437.0,0,0,0,0.0,8.0,686.0,578.0,5.0,506.0,376.0,0,11,2,11_2_37,1,0,1.0,0.0,0,0.5483870967741935
37,20.0,3335,83385.0,18,19,B,2,16,0.0,0.0,1.0,7.0,578.0,437.0,0.0,8.0,774.0,559.0,0,0,0,0.0,7.0,618.0,434.0,8.0,643.0,567.0,0,11,2,11_2_37,1,0,1.0,1.0,1,0.5806451612903226
37,21.0,3335,83394.0,18,19,A,2,14,0.0,0.0,1.0,8.0,774.0,559.0,0.0,8.0,557.0,415.0,0,0,0,0.0,8.0,709.0,565.0,7.0,628.0,431.0,0,11,2,11_2_37,1,0,1.0,0.0,0,0.5806451612903226
37,22.0,3336,83403.0,18,19,B,2,6,0.0,0.0,1.0,8.0,557.0,415.0,0.0,6.0,467.0,535.0,0,0,0,0.0,8.0,603.0,409.0,8.0,739.0,576.0,0,11,2,11_2_37,1,0,1.0,1.0,1,0.6129032258064516
37,23.0,3336,83417.0,18,19,A,2,6,0.0,1.0,1.0,6.0,467.0,535.0,0.0,1.0,476.0,448.0,0,0,0,0.0,8.0,608.0,555.0,8.0,562.0,404.0,0,11,2,11_2_37,1,0,1.0,0.0,0,0.6129032258064516
37,24.0,3337,83437.0,18,19,B,2,11,0.0,0.0,2.0,1.0,476.0,448.0,0.0,2.0,450.0,489.0,0,0,0,0.0,1.0,499.0,433.0,8.0,566.0,553.0,0,11,2,11_2_37,1,0,1.0,1.0,1,0.6451612903225806
